index	text	gold_answer	slice	llm_output
68	On the issue of whether Albert supported environmental reform, the fact that his car has many stickers with environmental slogans.	Yes	Non-verbal hearsay	"{'answer': 'No', 'explanation': ""The fact that Albert's car has many stickers with environmental slogans is not an out-of-court statement, but rather physical evidence that can be used to infer his support for environmental reform. This evidence is not being introduced to prove the truth of the matter asserted, but rather to show Albert's actions or beliefs through his possessions. Therefore, it does not meet the definition of hearsay.""}"
69	On the issue of whether Albert bought a knife, Angela testified that he shook his head when she asked him.	Yes	Non-verbal hearsay	"{'answer': 'No', 'explanation': ""The fact that Albert shook his head when asked by Angela is a non-verbal statement, but it is being used to prove Albert's response to the question, not the truth of the matter asserted (i.e., whether he bought a knife). This is an example of a non-hearsay use of an out-of-court statement. The shaking of the head is being used to show Albert's reaction, not to prove the truth of his purchase.""}"
70	On the issue of Albert's wellbeing after the accident, Angela testified that he gave a thumbs up when asked how he was feeling.	Yes	Non-verbal hearsay	"{'answer': 'No', 'explanation': ""The evidence is not hearsay because Albert's thumbs up is a non-verbal statement being used to prove his wellbeing, not the truth of the matter asserted. It is an act or conduct that conveys meaning, rather than an out-of-court statement. As such, it does not meet the definition of hearsay.""}"
71	Albert is being sued by Tim for breach of contract. The issue is whether Albert knew at the time signing the contract that he had no intention of following through. Tim's lawyers introduce an email Albert wrote to his friend saying he wasn't planning on honoring the contract with Tim.	Yes	Non-verbal hearsay	"{'answer': 'Yes', 'explanation': ""The email is an out-of-court statement made by Albert to his friend, and it is being introduced to prove the truth of the matter asserted, which is that Albert had no intention of honoring the contract. This meets the definition of hearsay, as it is a statement made outside of court being used to prove the truth of what was said. The statement is not being used for any other purpose, such as to show Albert's state of mind, but rather to prove his intent at the time of signing the contract.""}"
72	On the issue of whether factory management had underpaid its workers, the fact that workers carried signs during a protest demanding equitable compensation.	No	Not introduced to prove truth	"{'answer': 'Yes', 'explanation': ""The workers' signs demanding equitable compensation can be considered an out-of-court statement, as they were made outside of the courtroom. The statement is being introduced to prove the truth of the matter asserted, which is that factory management had underpaid its workers. This meets the definition of hearsay, as it is an out-of-court statement being used to prove the truth of the matter asserted.""}"
73	On the issue of whether Albert liked Taylor Swift, a social media post written by Albert describing Taylor as his favorite artist.	Yes	Non-verbal hearsay	{'answer': 'Yes', 'explanation': 'The social media post is an out-of-court statement made by Albert, and it is being introduced to prove the truth of the matter asserted, which is that Albert likes Taylor Swift. As it is a statement made outside of the courtroom and is being used to prove the truth of what it asserts, it meets the definition of hearsay. Therefore, the social media post would be considered hearsay.'}
74	On the issue of whether Tom identified the suspect at the scene of the crime, the fact that he pointed at the defendant.	No	Not introduced to prove truth	"{'answer': 'No', 'explanation': ""The fact that Tom pointed at the defendant is a non-verbal action, not a statement, and therefore does not constitute hearsay. Hearsay requires an out-of-court statement introduced to prove the truth of the matter asserted, and Tom's gesture does not meet this definition. As a result, Tom's action of pointing at the defendant is not considered hearsay.""}"
75	On the issue of the sanity of Bobby, the fact that Bobby told a friend that she believed she was Santa Clause.	Yes	Standard hearsay	"{'answer': 'Yes', 'explanation': ""This is hearsay because it is an out-of-court statement, specifically Bobby's statement to a friend, being introduced to prove the truth of the matter asserted, which is Bobby's sanity. The statement is being used to show that Bobby holds a delusional belief, which is relevant to her sanity. As it is a statement made outside of court being used to prove the truth of the matter, it meets the definition of hearsay.""}"
76	On the issue of whether Vincent was provoked by Roy, the fact that Vincent was told by his friend that he had just been attacked by Roy.	No	Not introduced to prove truth	"{'answer': 'Yes', 'explanation': ""The statement from Vincent's friend that Roy had just attacked him is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that Roy had attacked him and thus provoked Vincent. This statement is being used to establish the fact of the attack, making it hearsay. The friend's statement is not being used for any other purpose, such as to show Vincent's state of mind, which would be an exception to the hearsay rule.""}"
77	On the issue of whether Kayla knew she was ill, the fact that Philip told him she was unwell.	No	Not introduced to prove truth	"{'answer': 'Yes', 'explanation': ""The statement is an out-of-court declaration made by Philip, which is being introduced to prove the truth of the matter asserted, namely that Kayla knew she was ill. Since Philip's statement is being used to establish Kayla's knowledge of her illness, it meets the definition of hearsay. The fact that Philip is the one making the statement, rather than Kayla herself, further supports the conclusion that this is hearsay.""}"
78	"On the issue of damage to Mason's reputation as a sober individual, Lori's public statement, ""I have never seen Mason drink."""	No	Not introduced to prove truth	"{'answer': 'Yes', 'explanation': ""Lori's public statement is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that Mason is a sober individual. The statement is being used to demonstrate Mason's reputation, and its truth is crucial to the issue at hand. Therefore, it meets the definition of hearsay.""}"
79	"On the issue of whether Gerald was alive immediately after being attacked by Kathryn, Gerald's statement, ""I was attacked by Kathryn."""	No	Not introduced to prove truth	"{'answer': 'No', 'explanation': ""Gerald's statement is not being introduced to prove the truth of the matter asserted, which is whether he was alive immediately after the attack. Instead, the statement could be used to prove that Kathryn was the attacker, or for some other purpose. The fact that Gerald made the statement is being used for a purpose other than proving the truth of the assertion that he was attacked by Kathryn.""}"
80	"On issue of Dylan's ill feeling toward Andrew, Dylan's statement, ""Andrew is a liar and a hypocrite."""	No	Not introduced to prove truth	"{'answer': 'Yes', 'explanation': ""Dylan's statement is being introduced to prove the truth of the matter asserted, which is Dylan's ill feeling toward Andrew. The statement 'Andrew is a liar and a hypocrite' is an out-of-court statement, and its truth is being used to establish Dylan's feelings towards Andrew. Therefore, it meets the definition of hearsay.""}"
81	"On the issue of whether Ann and Austin had a discussion, Ann's statement to Austin, ""I will sell my car to you for a cost."""	No	Not introduced to prove truth	{'answer': 'No', 'explanation': 'The statement is being introduced to prove that Ann and Austin had a discussion, not to prove the truth of the matter asserted in the statement. This is an exception to the hearsay rule, as the statement is being used to show that a conversation took place, rather than to establish the truth of what was said. Therefore, it is not considered hearsay.'}
82	"On the issue of whether Patty knew Dave, the prosecution introduces evidence that Patty told Arthur, ""Dave is really dishonest."""	No	Not introduced to prove truth	"{'answer': 'Yes', 'explanation': ""The statement 'Dave is really dishonest' is an out-of-court statement made by Patty to Arthur, and it is being introduced to prove the truth of the matter asserted, which is whether Patty knew Dave. This statement is hearsay because it is being used to establish Patty's knowledge of Dave, implying a relationship or familiarity. The statement's truth is being relied upon to prove Patty's acquaintance with Dave.""}"
83	To prove that Arthur knew English, the fact that Arthur told Bill (in English) that he thought Mary robbed the bank.	No	Not introduced to prove truth	{'answer': 'No', 'explanation': 'The statement is not being introduced to prove the truth of the matter asserted, which is that Mary robbed the bank. Instead, it is being used to show that Arthur can communicate in English, making it relevant for a purpose other than proving the truth of the statement. This distinction removes it from the definition of hearsay.'}
84	To prove that Arthur had notice that a bank robbery was being planned, the fact that Arthur told Mary that he heard a bank robbery was going to happen.	Yes	Standard hearsay	{'answer': 'Yes', 'explanation': 'The statement is an out-of-court declaration by Arthur, which is being introduced to prove the truth of the matter asserted, namely that a bank robbery was being planned. This statement is hearsay because it is a statement made by Arthur outside of the courtroom and is being used to prove the truth of the matter asserted. The fact that Arthur is quoting what he heard from someone else further supports the conclusion that this is hearsay.'}
85	To prove that Mary was at the mall on January 2nd, a mall employee testifies that on January 2nd, Mary told him she was planning on purchasing several diamonds.	No	Not introduced to prove truth	"{'answer': 'Yes', 'explanation': ""The statement is an out-of-court declaration made by Mary, and it's being introduced to prove the truth of the matter asserted, which is that Mary was at the mall on January 2nd. Although the statement itself is about planning to purchase diamonds, it implies Mary's presence at the mall, making it hearsay. The mall employee is testifying about what Mary said, which is an out-of-court statement being used to prove Mary's presence at the mall.""}"
86	To prove that Anne supported David, the fact that Anne said that David was the best boss in the world.	No	Not introduced to prove truth	"{'answer': 'Yes', 'explanation': ""The statement is an out-of-court declaration introduced to prove the truth of the matter asserted, which is that Anne supports David. Since Anne's statement is being used to prove her support for David, it falls under the definition of hearsay. The fact that Anne said David was the best boss in the world is being used as evidence of her actual support, making it hearsay.""}"
87	"To prove that Daniel was sad upon hearing the news, the fact he exlaimed ""the world was ending"" and ""nothing mattered anymore."""	No	Not introduced to prove truth	"{'answer': 'No', 'explanation': ""The statement 'the world was ending' and 'nothing mattered anymore' is being used to prove Daniel's emotional state, not the literal truth of the statements. This is an exception to the hearsay rule, as it is being used to show Daniel's reaction and sentiment, rather than to prove the truth of the matter asserted. Therefore, it is not considered hearsay.""}"
88	To prove that Amy believed that Karl was an employee of the store, the fact that Amy told Karl that the store needed to refund her because their marketing had been decieving. 	No	Not introduced to prove truth	"{'answer': 'No', 'explanation': ""The statement is not being introduced to prove the truth of the matter asserted, which is that Karl was an employee of the store. Instead, it is being used to show Amy's belief about Karl's employment status. This is an exception to the hearsay rule, as it is being used to prove Amy's state of mind, not the actual fact of Karl's employment.""}"
89	To prove that Arthur believed that Amy and Daniel were married, the fact that he wished them a happy anniversary.	No	Not introduced to prove truth	"{'answer': 'No', 'explanation': ""The fact that Arthur wished Amy and Daniel a happy anniversary is not an out-of-court statement being introduced to prove the truth of the matter asserted, which is whether Arthur believed they were married. Instead, it's an action that can be used as evidence of Arthur's belief. This action is not hearsay because it does not involve an out-of-court statement.""}"
90	To prove that the trademarks of restaurant A and restaurant B created confusion, the fact that a customer called one and placed an order believing it to actually be the other.	No	Not introduced to prove truth	"{'answer': 'No', 'explanation': ""The customer's action of calling one restaurant and placing an order believing it to be the other is not an out-of-court statement, but rather an action that demonstrates the confusion caused by the trademarks. This evidence is introduced to prove the effect of the trademarks, not the truth of a matter asserted by the customer. Therefore, it does not meet the definition of hearsay.""}"
91	To prove that Michael knew of the existing patent, the fact that he told his friend that the patent was poorly written.	No	Not introduced to prove truth	"{'answer': 'Yes', 'explanation': ""The statement made by Michael to his friend is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that Michael knew of the existing patent. This statement is being used to establish Michael's knowledge of the patent, making it hearsay. The fact that Michael commented on the patent being poorly written implies he was aware of its existence, and this is what the statement is being used to prove.""}"
92	To prove that Arthur and Mary had a conversation, the fact that Arthur told Mary that the weather the following week would be terrible.	No	Not introduced to prove truth	{'answer': 'No', 'explanation': 'The statement is being introduced to prove that Arthur and Mary had a conversation, not to prove the truth of the matter asserted about the weather. This is an example of using an out-of-court statement for a purpose other than proving the truth of the matter asserted, which is not hearsay. The focus is on the fact that a conversation occurred, rather than the content of the conversation being true.'}
93	On the issue of whether Melissa was the agent of Mark, Melissa's statement to Tim that her offer was being made as an agent of Mark.	Yes	Standard hearsay	"{'answer': 'Yes', 'explanation': ""Melissa's statement to Tim is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that she was acting as an agent of Mark. This statement is being used to establish the fact of her agency relationship with Mark, making it hearsay. Since it's an out-of-court statement offered to prove the truth of the matter asserted, it meets the definition of hearsay.""}"
