index	text	gold_answer	slice	llm_answer	llm_explanation
78	"On the issue of damage to Mason's reputation as a sober individual, Lori's public statement, ""I have never seen Mason drink."""	No	Not introduced to prove truth	Yes	Lori's public statement is an out-of-court statement offered to prove the truth of the matter asserted, which is that Mason is a sober individual. The statement is being used to prove Mason's character, and since it is not being made by the witness while testifying at the trial, it meets the definition of hearsay. As such, it does not fall under any exclusion or exception that would exempt it from being considered hearsay.
79	"On the issue of whether Gerald was alive immediately after being attacked by Kathryn, Gerald's statement, ""I was attacked by Kathryn."""	No	Not introduced to prove truth	Yes	Gerald's statement is an out-of-court statement offered to prove the truth of the matter asserted, which is that Kathryn attacked him. This statement is being used to establish a fact about the attack, making it hearsay. As it is a statement made by Gerald outside of the courtroom and is being used to prove the truth of what he is asserting, it meets the definition of hearsay.
80	"On issue of Dylan's ill feeling toward Andrew, Dylan's statement, ""Andrew is a liar and a hypocrite."""	No	Not introduced to prove truth	Yes	The statement is an out-of-court declaration offered to prove the truth of the matter asserted, which is Dylan's ill feeling toward Andrew. It is being used to show Dylan's attitude toward Andrew, making it hearsay. Since it does not fall under an exception, it is considered hearsay.
81	"On the issue of whether Ann and Austin had a discussion, Ann's statement to Austin, ""I will sell my car to you for a cost."""	No	Not introduced to prove truth	No	The statement is not hearsay because it is not being offered to prove the truth of the matter asserted, but rather to show that a discussion about selling the car took place. Since the statement is part of the discussion itself, it is not being used as evidence to prove the truth of any fact asserted within the statement. This distinction removes it from the definition of hearsay under the Federal Rules of Evidence.
82	"On the issue of whether Patty knew Dave, the prosecution introduces evidence that Patty told Arthur, ""Dave is really dishonest."""	No	Not introduced to prove truth	Yes	The statement 'Dave is really dishonest' is an out-of-court statement offered to prove the truth of the matter asserted, which is Patty's knowledge of Dave's character. This meets the definition of hearsay. The statement is being used to show Patty's perception of Dave, making it hearsay.
83	To prove that Arthur knew English, the fact that Arthur told Bill (in English) that he thought Mary robbed the bank.	No	Not introduced to prove truth	No	The statement is being offered to prove Arthur's knowledge of English, not to prove that Mary robbed the bank. Since the statement is not being used to prove the truth of the matter asserted, it does not meet the definition of hearsay. The fact that Arthur communicated in English is being used to infer his understanding of the language.
84	To prove that Arthur had notice that a bank robbery was being planned, the fact that Arthur told Mary that he heard a bank robbery was going to happen.	Yes	Standard hearsay	Yes	The statement is an out-of-court statement offered to prove the truth of the matter asserted, which is that a bank robbery was being planned. Since Arthur is recounting what he heard from someone else, it is considered hearsay. The statement is being used to prove the truth of the matter asserted, which is the planning of the bank robbery.
85	To prove that Mary was at the mall on January 2nd, a mall employee testifies that on January 2nd, Mary told him she was planning on purchasing several diamonds.	No	Not introduced to prove truth	Yes	The statement is an out-of-court statement made by Mary, and it is being offered to prove the truth of the matter asserted, which is that Mary was at the mall on January 2nd. The statement is hearsay because it is a statement other than one made by the declarant while testifying at the trial, and it is being used to prove the truth of the matter asserted. The fact that Mary told the employee she was planning on purchasing diamonds implies she was at the mall, making the statement relevant to prove her presence.
86	To prove that Anne supported David, the fact that Anne said that David was the best boss in the world.	No	Not introduced to prove truth	Yes	The statement was made out-of-court by Anne, and it is being offered to prove the truth of the matter asserted, which is that Anne supported David. This statement meets the definition of hearsay under the Federal Rules of Evidence. As a result, it would be considered hearsay unless an exception applies.
87	"To prove that Daniel was sad upon hearing the news, the fact he exlaimed ""the world was ending"" and ""nothing mattered anymore."""	No	Not introduced to prove truth	Yes	The statement 'the world was ending' and 'nothing mattered anymore' is an out-of-court statement offered to prove Daniel's emotional state, which is the truth of the matter asserted. This meets the definition of hearsay under the Federal Rules of Evidence. As it is being used to prove Daniel's sadness, it is considered hearsay unless an exception applies.
88	To prove that Amy believed that Karl was an employee of the store, the fact that Amy told Karl that the store needed to refund her because their marketing had been decieving. 	No	Not introduced to prove truth	Yes	The statement is an out-of-court assertion made by Amy, and it is being offered to prove the truth of the matter asserted, which is Amy's belief about Karl's employment status. This meets the definition of hearsay under the Federal Rules of Evidence. The fact that Amy told Karl this information is being used to prove that she actually held this belief, making it hearsay.
89	To prove that Arthur believed that Amy and Daniel were married, the fact that he wished them a happy anniversary.	No	Not introduced to prove truth	No	The statement about wishing a happy anniversary is not an out-of-court statement offered to prove the truth of the matter asserted, but rather an action indicating Arthur's belief. This action is not hearsay because it does not involve an out-of-court assertion being offered for its truth. It is circumstantial evidence of Arthur's belief about Amy and Daniel's marital status.
90	To prove that the trademarks of restaurant A and restaurant B created confusion, the fact that a customer called one and placed an order believing it to actually be the other.	No	Not introduced to prove truth	Yes	The customer's statement about believing one restaurant to be the other when placing the order is an out-of-court statement offered to prove the truth of the matter asserted, which is that the trademarks created confusion. This meets the definition of hearsay under the Federal Rules of Evidence. The statement is being used to prove the customer's belief, which directly relates to the issue of confusion between the two restaurants' trademarks.
91	To prove that Michael knew of the existing patent, the fact that he told his friend that the patent was poorly written.	No	Not introduced to prove truth	Yes	The statement is an out-of-court declaration offered to prove the truth of the matter asserted, which is that Michael knew of the existing patent. This statement is being used to establish Michael's knowledge, making it hearsay. Since it's being used to prove the truth of what Michael said to his friend, it does not fall under an exception to the hearsay rule without further context.
92	To prove that Arthur and Mary had a conversation, the fact that Arthur told Mary that the weather the following week would be terrible.	No	Not introduced to prove truth	Yes	The statement was made out-of-court by Arthur, and it is being offered to prove the truth of the matter asserted, which is that Arthur and Mary had a conversation about the weather. This statement is hearsay because it is an out-of-court statement being used to prove the truth of what was said. The fact that it is being used to prove they had a conversation makes it hearsay, as it is asserting the content of the conversation as true.
93	On the issue of whether Melissa was the agent of Mark, Melissa's statement to Tim that her offer was being made as an agent of Mark.	Yes	Standard hearsay	Yes	Melissa's statement to Tim is an out-of-court statement being offered to prove the truth of the matter asserted, which is that she was acting as Mark's agent. This statement is being used to establish the existence of an agency relationship, making it hearsay. As it does not fall under an exception to the hearsay rule, it is considered hearsay.
