index	text	gold_answer	slice	llm_answer	llm_explanation
75	On the issue of the sanity of Bobby, the fact that Bobby told a friend that she believed she was Santa Clause.	Yes	Standard hearsay	Yes	This statement is hearsay because it is an out-of-court statement made by Bobby, introduced to prove the truth of the matter asserted, which is Bobby's sanity. The statement 'she believed she was Santa Clause' is being used to show Bobby's mental state, making it a statement offered to prove the truth of the matter asserted. As such, it meets the definition of hearsay.
76	On the issue of whether Vincent was provoked by Roy, the fact that Vincent was told by his friend that he had just been attacked by Roy.	No	Not introduced to prove truth	Yes	The statement made by Vincent's friend is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that Roy attacked Vincent, thereby potentially provoking Vincent. This statement is not made by the witness while testifying in court, but rather is a report of what someone else said outside of court. As such, it meets the definition of hearsay.
77	On the issue of whether Kayla knew she was ill, the fact that Philip told him she was unwell.	No	Not introduced to prove truth	Yes	The statement made by Philip about Kayla being unwell is an out-of-court statement, as it was not made under oath in the current proceeding. This statement is being introduced to prove the truth of the matter asserted, which is whether Kayla knew she was ill. Since it meets the criteria for hearsay, the statement is considered hearsay.
78	"On the issue of damage to Mason's reputation as a sober individual, Lori's public statement, ""I have never seen Mason drink."""	No	Not introduced to prove truth	No	Lori's public statement is being introduced to prove the truth of the matter asserted, which is that Mason has a reputation as a sober individual. However, since the statement is about Lori's personal observation, it is not hearsay. The statement is being used to show Mason's reputation, and Lori is essentially testifying to her own perception of Mason's behavior.
79	"On the issue of whether Gerald was alive immediately after being attacked by Kathryn, Gerald's statement, ""I was attacked by Kathryn."""	No	Not introduced to prove truth	No	Gerald's statement 'I was attacked by Kathryn' is not being introduced to prove the truth of the matter asserted, which is whether Gerald was alive immediately after being attacked. Instead, the fact that Gerald made a statement at all suggests that he was alive at the time of making the statement. The statement itself is evidence of Gerald's alive status, rather than being used to prove the truth of its contents.
80	"On issue of Dylan's ill feeling toward Andrew, Dylan's statement, ""Andrew is a liar and a hypocrite."""	No	Not introduced to prove truth	No	Dylan's statement is being introduced to prove his ill feeling toward Andrew, not to prove the truth of the matter asserted about Andrew being a liar and a hypocrite. The statement is evidence of Dylan's opinion or sentiment, rather than an attempt to establish the truth of the claim about Andrew. Therefore, it does not meet the definition of hearsay.
81	"On the issue of whether Ann and Austin had a discussion, Ann's statement to Austin, ""I will sell my car to you for a cost."""	No	Not introduced to prove truth	No	Ann's statement to Austin is not being introduced to prove the truth of the matter asserted, but rather to show that a discussion took place between them. The statement itself is an admission of an offer to sell, which is a factual event. Therefore, it does not meet the definition of hearsay as it is not an out-of-court statement introduced to prove the truth of the matter asserted.
82	"On the issue of whether Patty knew Dave, the prosecution introduces evidence that Patty told Arthur, ""Dave is really dishonest."""	No	Not introduced to prove truth	Yes	The statement 'Dave is really dishonest' is an out-of-court statement made by Patty to Arthur, and it is being introduced to prove the truth of the matter asserted, which is that Patty knew Dave. This statement is hearsay because it is a declaration made outside of court that is being used to establish the truth of a fact. The fact that Patty made a statement about Dave's character suggests that she had some knowledge of him, thereby implying that she knew him.
83	To prove that Arthur knew English, the fact that Arthur told Bill (in English) that he thought Mary robbed the bank.	No	Not introduced to prove truth	No	The statement is being used to prove Arthur's knowledge of English, not the truth of the matter asserted (that Mary robbed the bank). The fact that Arthur spoke in English to Bill is being used to infer his language proficiency. Therefore, it does not fall under the hearsay rule.
84	To prove that Arthur had notice that a bank robbery was being planned, the fact that Arthur told Mary that he heard a bank robbery was going to happen.	Yes	Standard hearsay	Yes	The statement 'Arthur told Mary that he heard a bank robbery was going to happen' is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that Arthur had notice of the planned bank robbery. This statement is hearsay because it is being used to establish the truth of the matter, rather than just to show that Arthur made the statement. The fact that Arthur 'heard' the information from someone else further supports the classification as hearsay.
85	To prove that Mary was at the mall on January 2nd, a mall employee testifies that on January 2nd, Mary told him she was planning on purchasing several diamonds.	No	Not introduced to prove truth	No	The statement made by Mary is being used to prove her presence at the mall, not the truth of the matter asserted (purchasing diamonds). The focus is on the fact that she made the statement at the mall, which indicates she was there. This is not an attempt to prove the truth of her intention to purchase diamonds, so it does not fall under hearsay.
86	To prove that Anne supported David, the fact that Anne said that David was the best boss in the world.	No	Not introduced to prove truth	No	The statement is being introduced to prove Anne's support for David, not the truth of the matter asserted about David being the best boss. This is an exception to the hearsay rule, as it's being used to show Anne's state of mind or opinion. The statement is therefore not hearsay in this context.
87	"To prove that Daniel was sad upon hearing the news, the fact he exlaimed ""the world was ending"" and ""nothing mattered anymore."""	No	Not introduced to prove truth	No	The statement 'the world was ending' and 'nothing mattered anymore' is being used to prove Daniel's emotional state, which is the effect of the statement on him, rather than the truth of the matter asserted. This is an exception to the hearsay rule, as it is being used to show Daniel's reaction and state of mind. Therefore, it is not considered hearsay.
88	To prove that Amy believed that Karl was an employee of the store, the fact that Amy told Karl that the store needed to refund her because their marketing had been decieving. 	No	Not introduced to prove truth	No	The statement is being introduced to prove Amy's belief about Karl's employment status, not the truth of the matter asserted about the store's marketing. This is an exception to the hearsay rule, as it is being used to show Amy's state of mind. Therefore, it is not considered hearsay.
89	To prove that Arthur believed that Amy and Daniel were married, the fact that he wished them a happy anniversary.	No	Not introduced to prove truth	No	The fact that Arthur wished Amy and Daniel a happy anniversary is not an out-of-court statement, but rather an action that implies his belief about their marital status. This action is being used to prove Arthur's state of mind, not the truth of the matter asserted about Amy and Daniel's marriage. Therefore, it does not fall under the definition of hearsay.
90	To prove that the trademarks of restaurant A and restaurant B created confusion, the fact that a customer called one and placed an order believing it to actually be the other.	No	Not introduced to prove truth	No	The customer's action of calling one restaurant and placing an order believing it to be the other is not an out-of-court statement, but rather an action that demonstrates the confusion caused by the similar trademarks. This action is being introduced to prove the truth of the matter asserted, which is that the trademarks created confusion. The fact that the customer believed one restaurant to be the other is shown through their action, not through an out-of-court statement.
91	To prove that Michael knew of the existing patent, the fact that he told his friend that the patent was poorly written.	No	Not introduced to prove truth	Yes	The statement made by Michael to his friend is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that Michael knew of the existing patent. This statement is being used to establish Michael's knowledge of the patent, making it hearsay. The fact that Michael commented on the patent being poorly written implies he was aware of its existence, and his statement is being used to prove that awareness.
92	To prove that Arthur and Mary had a conversation, the fact that Arthur told Mary that the weather the following week would be terrible.	No	Not introduced to prove truth	No	The statement is being introduced to prove that Arthur and Mary had a conversation, not to prove the truth of the matter asserted about the weather. The focus is on the fact that a conversation occurred, rather than the content of the conversation being true. Therefore, it does not meet the criteria for hearsay.
93	On the issue of whether Melissa was the agent of Mark, Melissa's statement to Tim that her offer was being made as an agent of Mark.	Yes	Standard hearsay	Yes	Melissa's statement to Tim is an out-of-court statement being introduced to prove the truth of the matter asserted, which is that she was acting as an agent of Mark. This statement is being used to establish the relationship between Melissa and Mark, making it hearsay. The fact that Melissa is making the statement about her own agency does not exempt it from being considered hearsay.
